padre1,padre2,category,count1,count2,percentage1,percentage2,chi2,p_value,significance
result_m_transc_pe_arcanjo,results_m_transc_Bernardo_P_Küster,filler,7,164,0.0769399868102879,0.1767527078730398,3.64358292624682,0.056285683216465904,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,funct,4113,106807,45.20773796438778,43.38996408781423,36.765283258394525,1.3324196237607138e-09,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,pronoun,1454,45582,15.981534403165533,18.517525471652124,14.188050573546404,0.00016541766963001017,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,ppron,992,33570,10.903495273686524,13.63769317018476,30.440584075226166,3.4425020030432834e-08,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,you,638,24904,7.01253022642339,10.117161474837095,64.79333256886616,8.318012659233943e-16,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,shehe,617,18988,6.781710265992526,7.713807504184339,3.8383761778442755,0.050092012093832655,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,ipron,979,28913,10.760606726753132,11.7458034742196,1.420495847403026,0.23332180627696672,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,article,697,21041,7.661024400967245,8.547831456474755,2.4898707818384773,0.11458113170214973,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,social,1622,51271,17.82809408661244,20.828661499211883,18.746459105671885,1.4930031766498766e-05,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,preps,1300,32846,14.288854693339196,13.343570743755992,18.060682731586976,2.139746547050542e-05,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,auxverb,671,15155,7.375247307100461,6.156664879182308,34.74348683110023,3.7613498236297455e-09,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,present,859,20385,9.441635524291051,8.281333788329352,27.577435453560476,1.5092925571686377e-07,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,verb,1098,28962,12.068586502528028,11.765709550041436,6.132067443975987,0.013275154664750016,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,relativ,1923,49128,21.136513519454823,19.958075366840543,22.34944395253085,2.2727884880056987e-06,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,time,489,12587,5.374807650032974,5.113424007539933,4.713983379131301,0.02991825093454859,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,work,233,4077,2.561002418113871,1.6562667576658705,53.18103397612411,3.0418158236905044e-13,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,cogmech,2516,70099,27.654429544954933,28.47746957214125,1.068840618441807,0.30120746951998323,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,incl,1138,31257,12.508243570015388,12.698045142105007,1.3474965507794046,0.2457162503984,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,space,963,29872,10.584743899758188,12.135393815304116,7.340069962119718,0.006743421478987732,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,nonfl,214,8272,2.3521653110573757,3.360470595882286,20.027502652271487,7.633632174656773e-06,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,conj,692,17234,7.606067267531326,7.0012512390516575,11.893838252903379,0.0005631994446836772,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,insight,309,9307,3.396350846339855,3.780935666812915,1.0089798058070287,0.3151473700568874,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,percept,338,10032,3.7151022202681903,4.075464339687028,0.6139100513202294,0.43331939357936156,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,humans,539,12006,5.924378984392174,4.877394822795301,31.264040641303808,2.2521274682147487e-08,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,inhib,267,7091,2.9347109254781274,2.8806935439314905,1.2018837271030334,0.27294550676172563,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,bio,385,15344,4.231699274565838,6.233445457352248,44.002549761059555,3.279483793653752e-11,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,health,80,3083,0.8793141349747198,1.2524577909943289,7.297405497544795,0.0069054253956255095,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,motion,442,15410,4.858210595735327,6.260257722744926,18.258702923294045,1.9284284828266445e-05,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,achieve,218,4605,2.3961310178061117,1.8707648808072928,18.58951284726785,1.6210990015218753e-05,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,money,138,3376,1.5168168828313917,1.3714879994800044,3.0080033994311624,0.08285428954268202,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,discrep,413,12354,4.539459221806991,5.0187685857748745,1.0492121987153502,0.3056885943402682,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,tentat,514,14324,5.649593317212574,5.819074083101773,0.20023682351855365,0.6545297567790062,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,excl,437,12175,4.803253462299407,4.946050472058369,0.1743248102222532,0.6762964698265996,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,cause,237,8858,2.6049681248626078,3.5985310128536376,17.55679651981516,2.788522921784287e-05,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,affect,702,19668,7.715981534403165,7.990055087017989,0.14733128164437787,0.7010988387576049,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,posemo,485,13846,5.330841943284239,5.624888282227531,0.008405979602540158,0.9269490070992379,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,quant,280,6504,3.077599472411519,2.6422268805147957,11.071566255470833,0.0008766160356295745,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,swear,417,12929,4.583424928555727,5.252360291847447,3.0847538100794036,0.07902922396411914,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,feel,123,3710,1.3519454825236314,1.507174312224768,0.4190965152459217,0.5173882101682226,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,ingest,398,10610,4.37458782149923,4.31027478509563,1.6051017166417934,0.20518171894194406,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,body,147,6376,1.6157397230160475,2.5902273355108143,26.20807348434237,3.0653826963595097e-07,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,hear,114,3111,1.2530226423389756,1.2638326914639495,0.1845951304673114,0.6674536397895131,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,leisure,74,2948,0.8133655748516158,1.1976145208729423,8.323358559725387,0.003913848839913841,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,relig,154,6753,1.6926797098263355,2.743382245405353,28.935891170353024,7.481375057702945e-08,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,certain,65,2010,0.7144427346669597,0.8165553551406425,0.4466037088462669,0.5039522270961894,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,past,205,5600,2.2532424708727192,2.274980093924178,0.3166116499809946,0.5736510700554472,no
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,i,276,4721,3.033633765662783,1.9178894684671508,69.12094695168511,9.260655020899049e-17,yes
result_m_transc_pe_arcanjo,results_m_transc_Patrick_Fernandes,family,45,1799,0.4946142009232798,0.7308373551731423,5.162305709809445,0.02308223456634091,yes
